id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount
4324,2021,Gujarat,24,Devbhumi Dwarka,674,Western Region,Semi-urban,58,777,3880
4325,2021,Gujarat,24,Dohad,445,Western Region,Rural,52,1257,1079
4326,2021,Gujarat,24,Dohad,445,Western Region,Semi-urban,30,836,1406
4327,2021,Gujarat,24,Dohad,445,Western Region,Urban,31,564,2646
4328,2021,Gujarat,24,Gandhinagar,446,Western Region,Rural,103,785,3072
4329,2021,Gujarat,24,Gandhinagar,446,Western Region,Semi-urban,57,615,4123
4330,2021,Gujarat,24,Gandhinagar,446,Western Region,Urban,149,1417,29472
4331,2021,Gujarat,24,Gir Somnath,675,Western Region,Rural,39,502,1178
4332,2021,Gujarat,24,Gir Somnath,675,Western Region,Semi-urban,36,648,2321
4333,2021,Gujarat,24,Gir Somnath,675,Western Region,Urban,34,395,2421
4334,2021,Gujarat,24,Jamnagar,447,Western Region,Rural,78,690,2979
4335,2021,Gujarat,24,Jamnagar,447,Western Region,Semi-urban,39,454,2236
4336,2021,Gujarat,24,Jamnagar,447,Western Region,Urban,109,1422,13561
4337,2021,Gujarat,24,Junagadh,448,Western Region,Rural,75,637,2658
4338,2021,Gujarat,24,Junagadh,448,Western Region,Semi-urban,61,944,4458
4339,2021,Gujarat,24,Junagadh,448,Western Region,Urban,63,721,6712
4340,2021,Gujarat,24,Kachchh,449,Western Region,Rural,133,1244,10827
4341,2021,Gujarat,24,Kachchh,449,Western Region,Semi-urban,112,1363,10221
4342,2021,Gujarat,24,Kachchh,449,Western Region,Urban,135,1375,21594
4343,2021,Gujarat,24,Kheda,450,Western Region,Rural,111,1283,3577
4344,2021,Gujarat,24,Kheda,450,Western Region,Semi-urban,79,1250,4400
4345,2021,Gujarat,24,Kheda,450,Western Region,Urban,57,786,8205
4346,2021,Gujarat,24,Mahesana,451,Western Region,Rural,137,1197,3004
4347,2021,Gujarat,24,Mahesana,451,Western Region,Semi-urban,120,1690,8368
4348,2021,Gujarat,24,Mahesana,451,Western Region,Urban,64,730,5621
4349,2021,Gujarat,24,Mahisagar,669,Western Region,Rural,48,821,1556
4350,2021,Gujarat,24,Mahisagar,669,Western Region,Semi-urban,33,512,2373
4351,2021,Gujarat,24,Morbi,673,Western Region,Rural,57,391,1160
4352,2021,Gujarat,24,Morbi,673,Western Region,Semi-urban,30,374,1421
4353,2021,Gujarat,24,Morbi,673,Western Region,Urban,51,545,6325
4354,2021,Gujarat,24,Narmada,452,Western Region,Rural,29,623,952
4355,2021,Gujarat,24,Narmada,452,Western Region,Semi-urban,27,275,1350
4356,2021,Gujarat,24,Navsari,453,Western Region,Rural,128,1305,7799
4357,2021,Gujarat,24,Navsari,453,Western Region,Semi-urban,46,729,4479
4358,2021,Gujarat,24,Navsari,453,Western Region,Urban,77,924,10653
4359,2021,Gujarat,24,Panch Mahals,454,Western Region,Rural,70,1164,1649
4360,2021,Gujarat,24,Panch Mahals,454,Western Region,Semi-urban,42,701,2490
4361,2021,Gujarat,24,Panch Mahals,454,Western Region,Urban,39,520,2906
4362,2021,Gujarat,24,Patan,455,Western Region,Rural,55,661,1075
4363,2021,Gujarat,24,Patan,455,Western Region,Semi-urban,42,785,2311
4364,2021,Gujarat,24,Patan,455,Western Region,Urban,36,497,2470
4365,2021,Gujarat,24,Porbandar,456,Western Region,Rural,25,209,1100
4366,2021,Gujarat,24,Porbandar,456,Western Region,Semi-urban,14,259,1220
4367,2021,Gujarat,24,Porbandar,456,Western Region,Urban,44,576,6877
4368,2021,Gujarat,24,Rajkot,457,Western Region,Rural,125,924,3519
4369,2021,Gujarat,24,Rajkot,457,Western Region,Semi-urban,65,779,3844
4370,2021,Gujarat,24,Rajkot,457,Western Region,Urban,47,526,3885
4371,2021,Gujarat,24,Rajkot,457,Western Region,Metropolitan,268,3020,39355
4372,2021,Gujarat,24,Sabar Kantha,458,Western Region,Rural,84,955,1836
4373,2021,Gujarat,24,Sabar Kantha,458,Western Region,Semi-urban,103,1209,5614
4374,2021,Gujarat,24,Surat,459,Western Region,Rural,150,1252,5872
4375,2021,Gujarat,24,Surat,459,Western Region,Semi-urban,144,1723,11649
4376,2021,Gujarat,24,Surat,459,Western Region,Metropolitan,558,7457,61023
4377,2021,Gujarat,24,Surendranagar,460,Western Region,Rural,75,755,1417
4378,2021,Gujarat,24,Surendranagar,460,Western Region,Semi-urban,68,944,3600
4379,2021,Gujarat,24,Surendranagar,460,Western Region,Urban,46,544,4094
4380,2021,Gujarat,24,Tapi,641,Western Region,Rural,24,493,951
4381,2021,Gujarat,24,Tapi,641,Western Region,Semi-urban,33,560,2387
4382,2021,Gujarat,24,Vadodara,461,Western Region,Rural,163,1423,7117
4383,2021,Gujarat,24,Vadodara,461,Western Region,Semi-urban,60,709,3166
4384,2021,Gujarat,24,Vadodara,461,Western Region,Metropolitan,518,6189,96044
4385,2021,Gujarat,24,Valsad,462,Western Region,Rural,73,1093,3631
4386,2021,Gujarat,24,Valsad,462,Western Region,Semi-urban,64,1093,5300
4387,2021,Gujarat,24,Valsad,462,Western Region,Urban,113,1333,10447
4450,2021,Haryana,6,Ambala,58,Northern Region,Rural,111,816,3518
4451,2021,Haryana,6,Ambala,58,Northern Region,Semi-urban,42,475,3059
4452,2021,Haryana,6,Ambala,58,Northern Region,Urban,129,1406,14613
4453,2021,Haryana,6,Bhiwani,59,Northern Region,Rural,59,518,1180
4454,2021,Haryana,6,Bhiwani,59,Northern Region,Semi-urban,47,568,2025
4455,2021,Haryana,6,Bhiwani,59,Northern Region,Urban,53,689,4929
4456,2021,Haryana,6,Charki Dadri,701,Northern Region,Rural,28,369,1227
4457,2021,Haryana,6,Charki Dadri,701,Northern Region,Semi-urban,26,345,2255
4458,2021,Haryana,6,Faridabad,60,Northern Region,Rural,40,372,1826
4459,2021,Haryana,6,Faridabad,60,Northern Region,Semi-urban,14,148,670
4460,2021,Haryana,6,Faridabad,60,Northern Region,Metropolitan,291,4132,50638
4461,2021,Haryana,6,Fatehabad,61,Northern Region,Rural,67,530,1127
4462,2021,Haryana,6,Fatehabad,61,Northern Region,Semi-urban,93,1078,4831
4463,2021,Haryana,6,Gurugram,62,Northern Region,Rural,105,546,4192
4464,2021,Haryana,6,Gurugram,62,Northern Region,Semi-urban,108,1261,12248
4465,2021,Haryana,6,Gurugram,62,Northern Region,Urban,614,7594,213438
4466,2021,Haryana,6,Hisar,63,Northern Region,Rural,103,906,2160
4467,2021,Haryana,6,Hisar,63,Northern Region,Semi-urban,79,978,3748
4468,2021,Haryana,6,Hisar,63,Northern Region,Urban,107,1098,11929
4469,2021,Haryana,6,Jhajjar,64,Northern Region,Rural,85,629,3166
4470,2021,Haryana,6,Jhajjar,64,Northern Region,Semi-urban,43,444,2936
4471,2021,Haryana,6,Jhajjar,64,Northern Region,Urban,43,551,5847
4472,2021,Haryana,6,Jind,65,Northern Region,Rural,61,570,1540
4473,2021,Haryana,6,Jind,65,Northern Region,Semi-urban,66,817,2860
4474,2021,Haryana,6,Jind,65,Northern Region,Urban,48,538,3610
4475,2021,Haryana,6,Kaithal,66,Northern Region,Rural,51,402,758
4476,2021,Haryana,6,Kaithal,66,Northern Region,Semi-urban,70,846,2727
4477,2021,Haryana,6,Kaithal,66,Northern Region,Urban,49,763,3187
4478,2021,Haryana,6,Karnal,67,Northern Region,Rural,111,787,2281
4479,2021,Haryana,6,Karnal,67,Northern Region,Semi-urban,92,865,3500
4480,2021,Haryana,6,Karnal,67,Northern Region,Urban,146,1449,12530
4481,2021,Haryana,6,Kurukshetra,68,Northern Region,Rural,96,719,2788
4482,2021,Haryana,6,Kurukshetra,68,Northern Region,Semi-urban,76,753,4110
4483,2021,Haryana,6,Kurukshetra,68,Northern Region,Urban,66,573,5961
4484,2021,Haryana,6,Mahendragarh,69,Northern Region,Rural,60,671,2553
4485,2021,Haryana,6,Mahendragarh,69,Northern Region,Semi-urban,66,886,5103
4486,2021,Haryana,6,Nuh,604,Northern Region,Rural,41,346,861
4487,2021,Haryana,6,Nuh,604,Northern Region,Semi-urban,43,778,1950
4488,2021,Haryana,6,Palwal,619,Northern Region,Rural,48,402,1036
4489,2021,Haryana,6,Palwal,619,Northern Region,Semi-urban,31,494,1409
4490,2021,Haryana,6,Palwal,619,Northern Region,Urban,38,633,3147
4491,2021,Haryana,6,Panchkula,70,Northern Region,Rural,51,440,2402
4492,2021,Haryana,6,Panchkula,70,Northern Region,Semi-urban,32,288,2297
4493,2021,Haryana,6,Panchkula,70,Northern Region,Urban,167,1249,29734
4494,2021,Haryana,6,Panipat,71,Northern Region,Rural,78,583,1820
4495,2021,Haryana,6,Panipat,71,Northern Region,Semi-urban,46,446,1655
4496,2021,Haryana,6,Panipat,71,Northern Region,Urban,131,1364,10763
4497,2021,Haryana,6,Rewari,72,Northern Region,Rural,89,861,4019
4498,2021,Haryana,6,Rewari,72,Northern Region,Semi-urban,32,369,2055
4499,2021,Haryana,6,Rewari,72,Northern Region,Urban,67,740,7558
4500,2021,Haryana,6,Rohtak,73,Northern Region,Rural,77,579,2415
4501,2021,Haryana,6,Rohtak,73,Northern Region,Semi-urban,32,359,1831
4502,2021,Haryana,6,Rohtak,73,Northern Region,Urban,134,1258,14036
4503,2021,Haryana,6,Sirsa,74,Northern Region,Rural,82,794,1905
4504,2021,Haryana,6,Sirsa,74,Northern Region,Semi-urban,64,724,2628
4505,2021,Haryana,6,Sirsa,74,Northern Region,Urban,66,939,4732
4506,2021,Haryana,6,Sonipat,75,Northern Region,Rural,127,930,4609
4507,2021,Haryana,6,Sonipat,75,Northern Region,Semi-urban,91,829,5556
4508,2021,Haryana,6,Sonipat,75,Northern Region,Urban,83,873,10967
4509,2021,Haryana,6,Yamunanagar,76,Northern Region,Rural,89,803,2488
4510,2021,Haryana,6,Yamunanagar,76,Northern Region,Semi-urban,38,431,1602
4511,2021,Haryana,6,Yamunanagar,76,Northern Region,Urban,103,1189,10020
4534,2021,Himachal Pradesh,2,Bilaspur,375,Northern Region,Rural,67,573,3704
4535,2021,Himachal Pradesh,2,Bilaspur,375,Northern Region,Semi-urban,19,135,1274
4536,2021,Himachal Pradesh,2,Chamba,16,Northern Region,Rural,71,617,3063
4537,2021,Himachal Pradesh,2,Chamba,16,Northern Region,Semi-urban,20,163,1371
4538,2021,Himachal Pradesh,2,Hamirpur,17,Northern Region,Rural,95,915,6081
4539,2021,Himachal Pradesh,2,Hamirpur,17,Northern Region,Semi-urban,33,236,2720
4540,2021,Himachal Pradesh,2,Kangra,18,Northern Region,Rural,265,2677,20352
4541,2021,Himachal Pradesh,2,Kangra,18,Northern Region,Semi-urban,38,242,3956
4542,2021,Himachal Pradesh,2,Kinnaur,19,Northern Region,Rural,33,131,1094
4543,2021,Himachal Pradesh,2,Kullu,20,Northern Region,Rural,75,664,4475
4544,2021,Himachal Pradesh,2,Kullu,20,Northern Region,Semi-urban,26,220,1959
4545,2021,Himachal Pradesh,2,Lahul and Spiti,21,Northern Region,Rural,16,63,598
4546,2021,Himachal Pradesh,2,Mandi,22,Northern Region,Rural,139,1346,8218
4547,2021,Himachal Pradesh,2,Mandi,22,Northern Region,Semi-urban,56,499,5251
4548,2021,Himachal Pradesh,2,Shimla,23,Northern Region,Rural,178,984,7275
4549,2021,Himachal Pradesh,2,Shimla,23,Northern Region,Urban,104,654,16668
4550,2021,Himachal Pradesh,2,Sirmaur,24,Northern Region,Rural,72,526,2261
4551,2021,Himachal Pradesh,2,Sirmaur,24,Northern Region,Semi-urban,35,294,2394
4552,2021,Himachal Pradesh,2,Solan,25,Northern Region,Rural,134,839,5773
4553,2021,Himachal Pradesh,2,Solan,25,Northern Region,Semi-urban,90,855,5953
4554,2021,Himachal Pradesh,2,Una,26,Northern Region,Rural,87,907,5628
4555,2021,Himachal Pradesh,2,Una,26,Northern Region,Semi-urban,30,270,2278
4597,2021,Jammu and Kashmir,1,Anantnag,1,Northern Region,Rural,61,880,2723
4598,2021,Jammu and Kashmir,1,Anantnag,1,Northern Region,Semi-urban,20,253,1021
4599,2021,Jammu and Kashmir,1,Anantnag,1,Northern Region,Urban,29,313,2072
4600,2021,Jammu and Kashmir,1,Budgam,2,Northern Region,Rural,68,854,2612
4601,2021,Jammu and Kashmir,1,Budgam,2,Northern Region,Semi-urban,13,161,674
4602,2021,Jammu and Kashmir,1,Budgam,2,Northern Region,Metropolitan,6,83,632
4603,2021,Jammu and Kashmir,1,Bandipora,623,Northern Region,Rural,22,189,388
4604,2021,Jammu and Kashmir,1,Bandipora,623,Northern Region,Semi-urban,16,340,1055
4605,2021,Jammu and Kashmir,1,Baramulla,3,Northern Region,Rural,87,1137,2713
4606,2021,Jammu and Kashmir,1,Baramulla,3,Northern Region,Semi-urban,54,581,2954
4607,2021,Jammu and Kashmir,1,Doda,4,Northern Region,Rural,34,419,1228
4608,2021,Jammu and Kashmir,1,Doda,4,Northern Region,Semi-urban,17,234,1336
4609,2021,Jammu and Kashmir,1,Ganderbal,626,Northern Region,Rural,27,359,927
4610,2021,Jammu and Kashmir,1,Ganderbal,626,Northern Region,Semi-urban,9,115,672
4611,2021,Jammu and Kashmir,1,Jammu,5,Northern Region,Rural,91,1034,4968
4612,2021,Jammu and Kashmir,1,Jammu,5,Northern Region,Semi-urban,45,638,4002
4616,2021,Jammu and Kashmir,1,Kathua,7,Northern Region,Rural,69,941,4611
4617,2021,Jammu and Kashmir,1,Kathua,7,Northern Region,Semi-urban,29,343,2361
4618,2021,Jammu and Kashmir,1,Kishtwar,620,Northern Region,Rural,14,197,515
4619,2021,Jammu and Kashmir,1,Kishtwar,620,Northern Region,Semi-urban,15,217,1426
4620,2021,Jammu and Kashmir,1,Kulgam,622,Northern Region,Rural,37,454,1230
4621,2021,Jammu and Kashmir,1,Kulgam,622,Northern Region,Semi-urban,14,276,1092
4622,2021,Jammu and Kashmir,1,Kupwara,8,Northern Region,Rural,44,679,1252
4623,2021,Jammu and Kashmir,1,Kupwara,8,Northern Region,Semi-urban,28,552,1535
4629,2021,Jammu and Kashmir,1,Pulwama,11,Northern Region,Semi-urban,26,427,2373
4630,2021,Jammu and Kashmir,1,Rajouri,12,Northern Region,Rural,55,791,2699
4631,2021,Jammu and Kashmir,1,Rajouri,12,Northern Region,Semi-urban,23,375,2451
4632,2021,Jammu and Kashmir,1,Ramban,621,Northern Region,Rural,29,439,1651
4633,2021,Jammu and Kashmir,1,Reasi,627,Northern Region,Rural,52,585,2816
4634,2021,Jammu and Kashmir,1,Samba,624,Northern Region,Rural,45,503,2981
4635,2021,Jammu and Kashmir,1,Samba,624,Northern Region,Semi-urban,31,324,2224
4636,2021,Jammu and Kashmir,1,Shopian,625,Northern Region,Rural,26,256,758
4637,2021,Jammu and Kashmir,1,Shopian,625,Northern Region,Semi-urban,9,168,772
4638,2021,Jammu and Kashmir,1,Srinagar,13,Northern Region,Rural,21,187,1742
4639,2021,Jammu and Kashmir,1,Srinagar,13,Northern Region,Metropolitan,182,2007,28459
4640,2021,Jammu and Kashmir,1,Udhampur,14,Northern Region,Rural,41,563,2029
4641,2021,Jammu and Kashmir,1,Udhampur,14,Northern Region,Semi-urban,33,377,3180
4698,2021,Jharkhand,20,Bokaro,322,Eastern Region,Rural,78,1424,4445
4699,2021,Jharkhand,20,Bokaro,322,Eastern Region,Semi-urban,48,771,4109
4700,2021,Jharkhand,20,Bokaro,322,Eastern Region,Urban,98,1237,12007
4701,2021,Jharkhand,20,Chatra,323,Eastern Region,Rural,39,1040,1664
4702,2021,Jharkhand,20,Chatra,323,Eastern Region,Semi-urban,20,255,1823
4703,2021,Jharkhand,20,Deoghar,324,Eastern Region,Rural,65,1519,1881
4704,2021,Jharkhand,20,Deoghar,324,Eastern Region,Semi-urban,18,305,775
4705,2021,Jharkhand,20,Deoghar,324,Eastern Region,Urban,54,709,4830
4706,2021,Jharkhand,20,Dhanbad,325,Eastern Region,Rural,59,1051,3180
4707,2021,Jharkhand,20,Dhanbad,325,Eastern Region,Semi-urban,52,770,3356
4708,2021,Jharkhand,20,Dhanbad,325,Eastern Region,Metropolitan,179,2310,23067
4709,2021,Jharkhand,20,Dumka,326,Eastern Region,Rural,81,1491,1973
4710,2021,Jharkhand,20,Dumka,326,Eastern Region,Semi-urban,38,523,2650
4711,2021,Jharkhand,20,Garhwa,328,Eastern Region,Rural,40,1055,1229
4712,2021,Jharkhand,20,Garhwa,328,Eastern Region,Semi-urban,30,600,1527
4713,2021,Jharkhand,20,Giridih,329,Eastern Region,Rural,116,2601,4742
4714,2021,Jharkhand,20,Giridih,329,Eastern Region,Semi-urban,7,166,368
4715,2021,Jharkhand,20,Giridih,329,Eastern Region,Urban,41,474,2973
4716,2021,Jharkhand,20,Godda,330,Eastern Region,Rural,72,1327,2055
4717,2021,Jharkhand,20,Godda,330,Eastern Region,Semi-urban,34,476,2146
4718,2021,Jharkhand,20,Gumla,331,Eastern Region,Rural,38,804,1173
4719,2021,Jharkhand,20,Gumla,331,Eastern Region,Semi-urban,29,464,1832
4720,2021,Jharkhand,20,Hazaribagh,332,Eastern Region,Rural,81,1483,3183
4721,2021,Jharkhand,20,Hazaribagh,332,Eastern Region,Semi-urban,28,392,975
4722,2021,Jharkhand,20,Hazaribagh,332,Eastern Region,Urban,60,771,5681
4723,2021,Jharkhand,20,Jamtara,333,Eastern Region,Rural,36,762,1026
4724,2021,Jharkhand,20,Jamtara,333,Eastern Region,Semi-urban,27,359,1455
4725,2021,Jharkhand,20,Khunti,606,Eastern Region,Rural,27,476,756
4726,2021,Jharkhand,20,Khunti,606,Eastern Region,Semi-urban,22,280,1012
4727,2021,Jharkhand,20,Koderma,334,Eastern Region,Rural,31,583,1297
4728,2021,Jharkhand,20,Koderma,334,Eastern Region,Semi-urban,34,505,2168
4729,2021,Jharkhand,20,Latehar,335,Eastern Region,Rural,21,662,915
4730,2021,Jharkhand,20,Latehar,335,Eastern Region,Semi-urban,24,369,1044
4731,2021,Jharkhand,20,Lohardaga,336,Eastern Region,Rural,23,419,470
4732,2021,Jharkhand,20,Lohardaga,336,Eastern Region,Semi-urban,20,294,1167
4733,2021,Jharkhand,20,Pakur,337,Eastern Region,Rural,38,792,749
4734,2021,Jharkhand,20,Pakur,337,Eastern Region,Semi-urban,27,384,1032
4735,2021,Jharkhand,20,Palamu,338,Eastern Region,Rural,72,1646,2118
4736,2021,Jharkhand,20,Palamu,338,Eastern Region,Semi-urban,55,1115,4435
4737,2021,Jharkhand,20,West Singhbhum,343,Eastern Region,Rural,72,1073,1745
4738,2021,Jharkhand,20,West Singhbhum,343,Eastern Region,Semi-urban,57,832,25759
4739,2021,Jharkhand,20,East Singhbum,327,Eastern Region,Rural,75,1182,2488
4740,2021,Jharkhand,20,East Singhbum,327,Eastern Region,Semi-urban,57,800,4241
4741,2021,Jharkhand,20,East Singhbum,327,Eastern Region,Urban,205,2363,25569
4742,2021,Jharkhand,20,Ramgarh,607,Eastern Region,Rural,42,549,1784
4743,2021,Jharkhand,20,Ramgarh,607,Eastern Region,Semi-urban,72,942,5573
4744,2021,Jharkhand,20,Ranchi,339,Eastern Region,Rural,136,1956,4720
4745,2021,Jharkhand,20,Ranchi,339,Eastern Region,Semi-urban,41,681,2579
4746,2021,Jharkhand,20,Ranchi,339,Eastern Region,Metropolitan,325,3272,58429
4747,2021,Jharkhand,20,Sahebganj,340,Eastern Region,Rural,42,822,941
4748,2021,Jharkhand,20,Sahebganj,340,Eastern Region,Semi-urban,40,873,2056
4749,2021,Jharkhand,20,Saraikela Kharsawan,341,Eastern Region,Rural,74,1074,2356
4750,2021,Jharkhand,20,Saraikela Kharsawan,341,Eastern Region,Semi-urban,20,184,715
4751,2021,Jharkhand,20,Saraikela Kharsawan,341,Eastern Region,Urban,28,237,2183
4752,2021,Jharkhand,20,Simdega,342,Eastern Region,Rural,25,521,761
4753,2021,Jharkhand,20,Simdega,342,Eastern Region,Semi-urban,17,231,882
4840,2021,Karnataka,29,Bagalkote,524,Southern Region,Rural,98,1101,1533
4841,2021,Karnataka,29,Bagalkote,524,Southern Region,Semi-urban,122,1710,4290
4842,2021,Karnataka,29,Bagalkote,524,Southern Region,Urban,49,535,4147
4843,2021,Karnataka,29,Bengaluru Rural,526,Southern Region,Rural,103,770,4076
4844,2021,Karnataka,29,Bengaluru Rural,526,Southern Region,Semi-urban,122,1400,8325
4845,2021,Karnataka,29,Bengaluru Urban,525,Southern Region,Rural,136,939,5039
4846,2021,Karnataka,29,Bengaluru Urban,525,Southern Region,Semi-urban,87,803,4862
4847,2021,Karnataka,29,Bengaluru Urban,525,Southern Region,Metropolitan,2516,32237,847348
4848,2021,Karnataka,29,Belagavi,527,Southern Region,Rural,232,2898,4463
4849,2021,Karnataka,29,Belagavi,527,Southern Region,Semi-urban,243,3912,11104
4850,2021,Karnataka,29,Belagavi,527,Southern Region,Urban,161,1848,16351
4851,2021,Karnataka,29,Ballari,528,Southern Region,Rural,123,1865,2154
4852,2021,Karnataka,29,Ballari,528,Southern Region,Semi-urban,90,1587,4454
4853,2021,Karnataka,29,Ballari,528,Southern Region,Urban,136,1488,10818
4854,2021,Karnataka,29,Bidar,529,Southern Region,Rural,68,758,967
4855,2021,Karnataka,29,Bidar,529,Southern Region,Semi-urban,55,1038,2057
4856,2021,Karnataka,29,Bidar,529,Southern Region,Urban,50,640,2830
4857,2021,Karnataka,29,Bijapur,636,Southern Region,Rural,111,1364,1940
4858,2021,Karnataka,29,Bijapur,636,Southern Region,Semi-urban,80,1249,2719
4859,2021,Karnataka,29,Bijapur,636,Southern Region,Urban,72,882,5977
4860,2021,Karnataka,29,Chamarajanagara,531,Southern Region,Rural,68,854,1160
4861,2021,Karnataka,29,Chamarajanagara,531,Southern Region,Semi-urban,70,969,2144
4862,2021,Karnataka,29,Chikkaballapura,630,Southern Region,Rural,95,1066,1839
4863,2021,Karnataka,29,Chikkaballapura,630,Southern Region,Semi-urban,68,917,3102
4864,2021,Karnataka,29,Chikkamagaluru,532,Southern Region,Rural,164,1244,4785
4865,2021,Karnataka,29,Chikkamagaluru,532,Southern Region,Semi-urban,53,514,2215
4866,2021,Karnataka,29,Chikkamagaluru,532,Southern Region,Urban,51,441,2930
4867,2021,Karnataka,29,Chitradurga,533,Southern Region,Rural,121,1447,2025
4868,2021,Karnataka,29,Chitradurga,533,Southern Region,Semi-urban,62,926,2328
4869,2021,Karnataka,29,Chitradurga,533,Southern Region,Urban,48,526,2945
4870,2021,Karnataka,29,Dakshina Kannada,534,Southern Region,Rural,214,1720,6664
4871,2021,Karnataka,29,Dakshina Kannada,534,Southern Region,Semi-urban,127,1417,8099
4872,2021,Karnataka,29,Dakshina Kannada,534,Southern Region,Urban,273,2358,34660
4873,2021,Karnataka,29,Davangere,535,Southern Region,Rural,94,1137,1561
4874,2021,Karnataka,29,Davangere,535,Southern Region,Semi-urban,49,738,1911
4875,2021,Karnataka,29,Davangere,535,Southern Region,Urban,92,1219,5535
4876,2021,Karnataka,29,Dharwad,536,Southern Region,Rural,85,965,2122
4877,2021,Karnataka,29,Dharwad,536,Southern Region,Semi-urban,34,543,1200
4878,2021,Karnataka,29,Dharwad,536,Southern Region,Urban,265,3205,23866
4879,2021,Karnataka,29,Gadag,537,Southern Region,Rural,70,715,1204
4880,2021,Karnataka,29,Gadag,537,Southern Region,Semi-urban,53,765,1939
4881,2021,Karnataka,29,Gadag,537,Southern Region,Urban,39,457,2618
4882,2021,Karnataka,29,Kalaburagi,538,Southern Region,Rural,100,1468,1675
4883,2021,Karnataka,29,Kalaburagi,538,Southern Region,Semi-urban,62,1221,2563
4884,2021,Karnataka,29,Kalaburagi,538,Southern Region,Urban,111,1359,9906
4885,2021,Karnataka,29,Hassan,539,Southern Region,Rural,191,1651,3472
4886,2021,Karnataka,29,Hassan,539,Southern Region,Semi-urban,74,946,3458
4887,2021,Karnataka,29,Hassan,539,Southern Region,Urban,71,694,4168
4888,2021,Karnataka,29,Haveri,540,Southern Region,Rural,109,1329,1669
4889,2021,Karnataka,29,Haveri,540,Southern Region,Semi-urban,74,1212,3602
4890,2021,Karnataka,29,Haveri,540,Southern Region,Urban,29,395,1399
4891,2021,Karnataka,29,Kodagu,541,Southern Region,Rural,105,743,2965
4892,2021,Karnataka,29,Kodagu,541,Southern Region,Semi-urban,53,447,3092
4893,2021,Karnataka,29,Kolar,542,Southern Region,Rural,100,1133,2481
4894,2021,Karnataka,29,Kolar,542,Southern Region,Semi-urban,50,663,1931
4895,2021,Karnataka,29,Kolar,542,Southern Region,Urban,43,598,3137
4896,2021,Karnataka,29,Koppal,543,Southern Region,Rural,71,1075,1398
4897,2021,Karnataka,29,Koppal,543,Southern Region,Semi-urban,64,908,2795
4898,2021,Karnataka,29,Koppal,543,Southern Region,Urban,27,324,1003
4899,2021,Karnataka,29,Mandya,544,Southern Region,Rural,148,1582,2763
4900,2021,Karnataka,29,Mandya,544,Southern Region,Semi-urban,73,1022,2341
4901,2021,Karnataka,29,Mandya,544,Southern Region,Urban,46,496,2664
4902,2021,Karnataka,29,Mysuru,545,Southern Region,Rural,168,1913,3346
4903,2021,Karnataka,29,Mysuru,545,Southern Region,Semi-urban,92,1293,2843
4904,2021,Karnataka,29,Mysuru,545,Southern Region,Urban,317,3461,35273
4905,2021,Karnataka,29,Raichur,546,Southern Region,Rural,74,1022,824
4906,2021,Karnataka,29,Raichur,546,Southern Region,Semi-urban,95,1505,3432
4907,2021,Karnataka,29,Raichur,546,Southern Region,Urban,68,650,4093
4908,2021,Karnataka,29,Ramanagara,631,Southern Region,Rural,100,1465,6893
4909,2021,Karnataka,29,Ramanagara,631,Southern Region,Semi-urban,77,1225,3585
4910,2021,Karnataka,29,Shivamogga,547,Southern Region,Rural,141,1274,3507
4911,2021,Karnataka,29,Shivamogga,547,Southern Region,Semi-urban,56,820,3423
4912,2021,Karnataka,29,Shivamogga,547,Southern Region,Urban,120,1390,9666
4913,2021,Karnataka,29,Tumakuru,548,Southern Region,Rural,157,1989,3168
4914,2021,Karnataka,29,Tumakuru,548,Southern Region,Semi-urban,102,1702,4195
4915,2021,Karnataka,29,Tumakuru,548,Southern Region,Urban,84,852,6313
4916,2021,Karnataka,29,Udupi,549,Southern Region,Rural,184,1604,8336
4917,2021,Karnataka,29,Udupi,549,Southern Region,Semi-urban,87,907,6892
4918,2021,Karnataka,29,Udupi,549,Southern Region,Urban,118,959,11593
4919,2021,Karnataka,29,Uttara Kannada,550,Southern Region,Rural,111,1017,3540
4920,2021,Karnataka,29,Uttara Kannada,550,Southern Region,Semi-urban,161,2189,11243
4921,2021,Karnataka,29,Yadgir,635,Southern Region,Rural,44,644,660
4922,2021,Karnataka,29,Yadgir,635,Southern Region,Semi-urban,69,1051,2407
4959,2021,Kerala,32,Alappuzha,554,Southern Region,Rural,4,26,152
4960,2021,Kerala,32,Alappuzha,554,Southern Region,Semi-urban,330,4161,31898
4961,2021,Kerala,32,Alappuzha,554,Southern Region,Urban,64,723,4701
4962,2021,Kerala,32,Ernakulam,555,Southern Region,Rural,18,142,1241
4963,2021,Kerala,32,Ernakulam,555,Southern Region,Semi-urban,574,5818,47357
4964,2021,Kerala,32,Ernakulam,555,Southern Region,Urban,483,3952,77949
4965,2021,Kerala,32,Idukki,556,Southern Region,Rural,13,80,135
4966,2021,Kerala,32,Idukki,556,Southern Region,Semi-urban,179,2100,7529
4967,2021,Kerala,32,Kannur,557,Southern Region,Rural,20,166,783
4968,2021,Kerala,32,Kannur,557,Southern Region,Semi-urban,387,5096,34154
4969,2021,Kerala,32,Kasaragod,558,Southern Region,Rural,61,615,1819
4970,2021,Kerala,32,Kasaragod,558,Southern Region,Semi-urban,130,1488,6038
4971,2021,Kerala,32,Kasaragod,558,Southern Region,Urban,42,537,3095
